,Filepaths,Label
4662,..\..\data\raw\FoodClassification\dhokla\215.jpg,dhokla
4663,..\..\data\raw\FoodClassification\chapati\019.jpg,chapati
4664,..\..\data\raw\FoodClassification\chapati\046.jpg,chapati
4665,..\..\data\raw\FoodClassification\chapati\307.jpg,chapati
4666,..\..\data\raw\FoodClassification\kaathi_rolls\054.jpg,kaathi_rolls
4667,..\..\data\raw\FoodClassification\fried_rice\268.jpg,fried_rice
4668,..\..\data\raw\FoodClassification\kaathi_rolls\289.jpg,kaathi_rolls
4669,..\..\data\raw\FoodClassification\momos\176.jpg,momos
4670,..\..\data\raw\FoodClassification\idli\165.jpg,idli
4671,..\..\data\raw\FoodClassification\kaathi_rolls\148.jpg,kaathi_rolls
4672,..\..\data\raw\FoodClassification\jalebi\200.jpg,jalebi
4673,..\..\data\raw\FoodClassification\kadai_paneer\206.jpg,kadai_paneer
4674,..\..\data\raw\FoodClassification\chai\226.jpg,chai
4675,..\..\data\raw\FoodClassification\jalebi\190.jpg,jalebi
4676,..\..\data\raw\FoodClassification\idli\288.jpg,idli
4677,..\..\data\raw\FoodClassification\idli\193.jpg,idli
4678,..\..\data\raw\FoodClassification\jalebi\055.jpg,jalebi
4679,..\..\data\raw\FoodClassification\kadai_paneer\057.jpg,kadai_paneer
4680,..\..\data\raw\FoodClassification\idli\306.jpg,idli
4681,..\..\data\raw\FoodClassification\samosa\043.jpg,samosa
4682,..\..\data\raw\FoodClassification\pizza\134.jpg,pizza
4683,..\..\data\raw\FoodClassification\burger\169.jpg,burger
4684,..\..\data\raw\FoodClassification\pizza\112.jpg,pizza
4685,..\..\data\raw\FoodClassification\masala_dosa\151.jpg,masala_dosa
4686,..\..\data\raw\FoodClassification\jalebi\188.jpg,jalebi
4687,..\..\data\raw\FoodClassification\dal_makhani\107.jpg,dal_makhani
4688,..\..\data\raw\FoodClassification\fried_rice\039.jpg,fried_rice
4689,..\..\data\raw\FoodClassification\chapati\084.jpg,chapati
4690,..\..\data\raw\FoodClassification\chole_bhature\327.jpg,chole_bhature
4691,..\..\data\raw\FoodClassification\dal_makhani\179.jpg,dal_makhani
4692,..\..\data\raw\FoodClassification\pav_bhaji\248.jpg,pav_bhaji
4693,..\..\data\raw\FoodClassification\burger\298.jpg,burger
4694,..\..\data\raw\FoodClassification\pakode\221.jpg,pakode
4695,..\..\data\raw\FoodClassification\burger\187.jpg,burger
4696,..\..\data\raw\FoodClassification\dhokla\259.jpg,dhokla
4697,..\..\data\raw\FoodClassification\paani_puri\032.jpg,paani_puri
4698,..\..\data\raw\FoodClassification\momos\170.jpg,momos
4699,..\..\data\raw\FoodClassification\momos\189.jpg,momos
4700,..\..\data\raw\FoodClassification\pav_bhaji\220.jpg,pav_bhaji
4701,..\..\data\raw\FoodClassification\fried_rice\211.jpg,fried_rice
4702,..\..\data\raw\FoodClassification\paani_puri\126.jpg,paani_puri
4703,..\..\data\raw\FoodClassification\kulfi\150.jpg,kulfi
4704,..\..\data\raw\FoodClassification\chapati\049.jpg,chapati
4705,..\..\data\raw\FoodClassification\chapati\088.jpg,chapati
4706,..\..\data\raw\FoodClassification\kadai_paneer\301.jpg,kadai_paneer
4707,..\..\data\raw\FoodClassification\kulfi\173.jpg,kulfi
4708,..\..\data\raw\FoodClassification\chapati\413.jpg,chapati
4709,..\..\data\raw\FoodClassification\kaathi_rolls\017.jpg,kaathi_rolls
4710,..\..\data\raw\FoodClassification\pav_bhaji\332.jpg,pav_bhaji
4711,..\..\data\raw\FoodClassification\jalebi\130.jpg,jalebi
4712,..\..\data\raw\FoodClassification\momos\225.jpg,momos
4713,..\..\data\raw\FoodClassification\samosa\251.jpg,samosa
4714,..\..\data\raw\FoodClassification\chapati\062.jpg,chapati
4715,..\..\data\raw\FoodClassification\fried_rice\245.jpg,fried_rice
4716,..\..\data\raw\FoodClassification\chai\290.jpg,chai
4717,..\..\data\raw\FoodClassification\pizza\259.jpg,pizza
4718,..\..\data\raw\FoodClassification\masala_dosa\160.jpg,masala_dosa
4719,..\..\data\raw\FoodClassification\pav_bhaji\344.jpg,pav_bhaji
4720,..\..\data\raw\FoodClassification\dhokla\143.jpg,dhokla
4721,..\..\data\raw\FoodClassification\kadai_paneer\155.jpg,kadai_paneer
4722,..\..\data\raw\FoodClassification\burger\052.jpg,burger
4723,..\..\data\raw\FoodClassification\kadai_paneer\016.jpg,kadai_paneer
4724,..\..\data\raw\FoodClassification\pav_bhaji\215.jpg,pav_bhaji
4725,..\..\data\raw\FoodClassification\dhokla\159.jpg,dhokla
4726,..\..\data\raw\FoodClassification\pav_bhaji\201.jpg,pav_bhaji
4727,..\..\data\raw\FoodClassification\pav_bhaji\002.jpg,pav_bhaji
4728,..\..\data\raw\FoodClassification\momos\252.jpg,momos
4729,..\..\data\raw\FoodClassification\kaathi_rolls\256.jpg,kaathi_rolls
4730,..\..\data\raw\FoodClassification\fried_rice\065.jpg,fried_rice
4731,..\..\data\raw\FoodClassification\paani_puri\092.jpg,paani_puri
4732,..\..\data\raw\FoodClassification\idli\232.jpg,idli
4733,..\..\data\raw\FoodClassification\chapati\176.jpg,chapati
4734,..\..\data\raw\FoodClassification\kulfi\189.jpg,kulfi
4735,..\..\data\raw\FoodClassification\jalebi\210.jpg,jalebi
4736,..\..\data\raw\FoodClassification\masala_dosa\286.jpg,masala_dosa
4737,..\..\data\raw\FoodClassification\pav_bhaji\180.jpg,pav_bhaji
4738,..\..\data\raw\FoodClassification\kadai_paneer\132.jpg,kadai_paneer
4739,..\..\data\raw\FoodClassification\kadai_paneer\221.jpg,kadai_paneer
4740,..\..\data\raw\FoodClassification\pizza\154.jpg,pizza
4741,..\..\data\raw\FoodClassification\masala_dosa\003.jpg,masala_dosa
4742,..\..\data\raw\FoodClassification\kaathi_rolls\082.jpg,kaathi_rolls
4743,..\..\data\raw\FoodClassification\pizza\075.jpg,pizza
4744,..\..\data\raw\FoodClassification\fried_rice\004.jpg,fried_rice
4745,..\..\data\raw\FoodClassification\butter_naan\289.jpg,butter_naan
4746,..\..\data\raw\FoodClassification\pav_bhaji\331.jpg,pav_bhaji
4747,..\..\data\raw\FoodClassification\fried_rice\099.jpg,fried_rice
4748,..\..\data\raw\FoodClassification\butter_naan\243.jpg,butter_naan
4749,..\..\data\raw\FoodClassification\pav_bhaji\110.jpg,pav_bhaji
4750,..\..\data\raw\FoodClassification\fried_rice\213.jpg,fried_rice
4751,..\..\data\raw\FoodClassification\butter_naan\300.jpg,butter_naan
4752,..\..\data\raw\FoodClassification\jalebi\261.jpg,jalebi
4753,..\..\data\raw\FoodClassification\burger\302.jpg,burger
4754,..\..\data\raw\FoodClassification\chai\319.jpg,chai
4755,..\..\data\raw\FoodClassification\momos\182.jpg,momos
4756,..\..\data\raw\FoodClassification\burger\217.jpg,burger
4757,..\..\data\raw\FoodClassification\jalebi\168.jpg,jalebi
4758,..\..\data\raw\FoodClassification\chole_bhature\143.jpg,chole_bhature
4759,..\..\data\raw\FoodClassification\fried_rice\008.jpg,fried_rice
4760,..\..\data\raw\FoodClassification\kulfi\191.jpg,kulfi
4761,..\..\data\raw\FoodClassification\pizza\199.jpg,pizza
4762,..\..\data\raw\FoodClassification\pakode\065.jpg,pakode
4763,..\..\data\raw\FoodClassification\butter_naan\100.jpg,butter_naan
4764,..\..\data\raw\FoodClassification\kaathi_rolls\268.jpg,kaathi_rolls
4765,..\..\data\raw\FoodClassification\fried_rice\193.jpg,fried_rice
4766,..\..\data\raw\FoodClassification\momos\058.jpg,momos
4767,..\..\data\raw\FoodClassification\chapati\022.jpg,chapati
4768,..\..\data\raw\FoodClassification\chapati\135.jpg,chapati
4769,..\..\data\raw\FoodClassification\kadai_paneer\368.jpg,kadai_paneer
4770,..\..\data\raw\FoodClassification\pizza\106.jpg,pizza
4771,..\..\data\raw\FoodClassification\chole_bhature\308.jpg,chole_bhature
4772,..\..\data\raw\FoodClassification\kadai_paneer\303.jpg,kadai_paneer
4773,..\..\data\raw\FoodClassification\chai\299.jpg,chai
4774,..\..\data\raw\FoodClassification\pizza\126.jpg,pizza
4775,..\..\data\raw\FoodClassification\chole_bhature\040.jpg,chole_bhature
4776,..\..\data\raw\FoodClassification\fried_rice\165.jpg,fried_rice
4777,..\..\data\raw\FoodClassification\kadai_paneer\180.jpg,kadai_paneer
4778,..\..\data\raw\FoodClassification\momos\050.jpg,momos
4779,..\..\data\raw\FoodClassification\burger\233.jpg,burger
4780,..\..\data\raw\FoodClassification\fried_rice\251.jpg,fried_rice
4781,..\..\data\raw\FoodClassification\idli\268.jpg,idli
4782,..\..\data\raw\FoodClassification\chai\155.jpg,chai
4783,..\..\data\raw\FoodClassification\pav_bhaji\017.jpg,pav_bhaji
4784,..\..\data\raw\FoodClassification\chapati\196.jpg,chapati
4785,..\..\data\raw\FoodClassification\butter_naan\068.jpg,butter_naan
4786,..\..\data\raw\FoodClassification\samosa\045.jpg,samosa
4787,..\..\data\raw\FoodClassification\burger\239.jpg,burger
4788,..\..\data\raw\FoodClassification\masala_dosa\270.jpg,masala_dosa
4789,..\..\data\raw\FoodClassification\dal_makhani\200.jpg,dal_makhani
4790,..\..\data\raw\FoodClassification\chapati\169.jpg,chapati
4791,..\..\data\raw\FoodClassification\burger\171.jpg,burger
4792,..\..\data\raw\FoodClassification\samosa\110.jpg,samosa
4793,..\..\data\raw\FoodClassification\butter_naan\171.jpg,butter_naan
4794,..\..\data\raw\FoodClassification\chapati\375.jpg,chapati
4795,..\..\data\raw\FoodClassification\chole_bhature\063.jpg,chole_bhature
4796,..\..\data\raw\FoodClassification\dhokla\042.jpg,dhokla
4797,..\..\data\raw\FoodClassification\momos\220.jpg,momos
4798,..\..\data\raw\FoodClassification\dhokla\137.jpg,dhokla
4799,..\..\data\raw\FoodClassification\chai\015.jpg,chai
4800,..\..\data\raw\FoodClassification\chapati\376.jpg,chapati
4801,..\..\data\raw\FoodClassification\kadai_paneer\012.jpg,kadai_paneer
4802,..\..\data\raw\FoodClassification\fried_rice\353.jpg,fried_rice
4803,..\..\data\raw\FoodClassification\chapati\093.jpg,chapati
4804,..\..\data\raw\FoodClassification\pav_bhaji\253.jpg,pav_bhaji
4805,..\..\data\raw\FoodClassification\pav_bhaji\164.jpg,pav_bhaji
4806,..\..\data\raw\FoodClassification\fried_rice\094.jpg,fried_rice
4807,..\..\data\raw\FoodClassification\butter_naan\061.jpg,butter_naan
4808,..\..\data\raw\FoodClassification\pav_bhaji\232.jpg,pav_bhaji
4809,..\..\data\raw\FoodClassification\pav_bhaji\064.jpg,pav_bhaji
4810,..\..\data\raw\FoodClassification\pav_bhaji\194.jpg,pav_bhaji
4811,..\..\data\raw\FoodClassification\butter_naan\010.jpg,butter_naan
4812,..\..\data\raw\FoodClassification\dal_makhani\251.jpg,dal_makhani
4813,..\..\data\raw\FoodClassification\pav_bhaji\058.jpg,pav_bhaji
4814,..\..\data\raw\FoodClassification\jalebi\034.jpg,jalebi
4815,..\..\data\raw\FoodClassification\fried_rice\259.jpg,fried_rice
4816,..\..\data\raw\FoodClassification\pakode\161.jpg,pakode
4817,..\..\data\raw\FoodClassification\chai\150.jpg,chai
4818,..\..\data\raw\FoodClassification\fried_rice\200.jpg,fried_rice
4819,..\..\data\raw\FoodClassification\fried_rice\061.jpg,fried_rice
4820,..\..\data\raw\FoodClassification\samosa\044.jpg,samosa
4821,..\..\data\raw\FoodClassification\samosa\080.jpg,samosa
4822,..\..\data\raw\FoodClassification\butter_naan\039.jpg,butter_naan
4823,..\..\data\raw\FoodClassification\momos\180.jpg,momos
4824,..\..\data\raw\FoodClassification\kadai_paneer\275.jpg,kadai_paneer
4825,..\..\data\raw\FoodClassification\chole_bhature\205.jpg,chole_bhature
4826,..\..\data\raw\FoodClassification\chapati\403.jpg,chapati
4827,..\..\data\raw\FoodClassification\dal_makhani\163.jpg,dal_makhani
4828,..\..\data\raw\FoodClassification\kulfi\181.jpg,kulfi
4829,..\..\data\raw\FoodClassification\burger\257.jpg,burger
4830,..\..\data\raw\FoodClassification\jalebi\184.jpg,jalebi
4831,..\..\data\raw\FoodClassification\fried_rice\247.jpg,fried_rice
4832,..\..\data\raw\FoodClassification\idli\041.jpg,idli
4833,..\..\data\raw\FoodClassification\chapati\036.jpg,chapati
4834,..\..\data\raw\FoodClassification\masala_dosa\254.jpg,masala_dosa
4835,..\..\data\raw\FoodClassification\dal_makhani\091.jpg,dal_makhani
4836,..\..\data\raw\FoodClassification\fried_rice\111.jpg,fried_rice
4837,..\..\data\raw\FoodClassification\dal_makhani\090.jpg,dal_makhani
4838,..\..\data\raw\FoodClassification\chole_bhature\120.jpg,chole_bhature
4839,..\..\data\raw\FoodClassification\masala_dosa\093.jpg,masala_dosa
4840,..\..\data\raw\FoodClassification\chapati\300.jpg,chapati
4841,..\..\data\raw\FoodClassification\pav_bhaji\254.jpg,pav_bhaji
4842,..\..\data\raw\FoodClassification\butter_naan\025.jpg,butter_naan
4843,..\..\data\raw\FoodClassification\chapati\351.jpg,chapati
4844,..\..\data\raw\FoodClassification\chapati\047.jpg,chapati
4845,..\..\data\raw\FoodClassification\chole_bhature\269.jpg,chole_bhature
4846,..\..\data\raw\FoodClassification\butter_naan\303.jpg,butter_naan
4847,..\..\data\raw\FoodClassification\idli\157.jpg,idli
4848,..\..\data\raw\FoodClassification\kadai_paneer\341.jpg,kadai_paneer
4849,..\..\data\raw\FoodClassification\momos\044.jpg,momos
4850,..\..\data\raw\FoodClassification\dhokla\177.jpg,dhokla
4851,..\..\data\raw\FoodClassification\chapati\218.jpg,chapati
4852,..\..\data\raw\FoodClassification\fried_rice\189.jpg,fried_rice
4853,..\..\data\raw\FoodClassification\idli\132.jpg,idli
4854,..\..\data\raw\FoodClassification\pizza\087.jpg,pizza
4855,..\..\data\raw\FoodClassification\butter_naan\029.jpg,butter_naan
4856,..\..\data\raw\FoodClassification\chai\248.jpg,chai
4857,..\..\data\raw\FoodClassification\chapati\245.jpg,chapati
4858,..\..\data\raw\FoodClassification\idli\270.jpg,idli
4859,..\..\data\raw\FoodClassification\fried_rice\023.jpg,fried_rice
4860,..\..\data\raw\FoodClassification\jalebi\082.jpg,jalebi
4861,..\..\data\raw\FoodClassification\samosa\018.jpg,samosa
4862,..\..\data\raw\FoodClassification\pizza\059.jpg,pizza
4863,..\..\data\raw\FoodClassification\chapati\138.jpg,chapati
4864,..\..\data\raw\FoodClassification\momos\028.jpg,momos
4865,..\..\data\raw\FoodClassification\chapati\397.jpg,chapati
4866,..\..\data\raw\FoodClassification\fried_rice\002.jpg,fried_rice
4867,..\..\data\raw\FoodClassification\dhokla\018.jpg,dhokla
4868,..\..\data\raw\FoodClassification\butter_naan\160.jpg,butter_naan
4869,..\..\data\raw\FoodClassification\masala_dosa\121.jpg,masala_dosa
4870,..\..\data\raw\FoodClassification\kadai_paneer\410.jpg,kadai_paneer
4871,..\..\data\raw\FoodClassification\jalebi\143.jpg,jalebi
4872,..\..\data\raw\FoodClassification\kadai_paneer\173.jpg,kadai_paneer
4873,..\..\data\raw\FoodClassification\dal_makhani\021.jpg,dal_makhani
4874,..\..\data\raw\FoodClassification\chapati\343.jpg,chapati
4875,..\..\data\raw\FoodClassification\chapati\087.jpg,chapati
4876,..\..\data\raw\FoodClassification\pav_bhaji\123.jpg,pav_bhaji
4877,..\..\data\raw\FoodClassification\chole_bhature\354.jpg,chole_bhature
4878,..\..\data\raw\FoodClassification\chole_bhature\329.jpg,chole_bhature
4879,..\..\data\raw\FoodClassification\idli\181.jpg,idli
4880,..\..\data\raw\FoodClassification\momos\118.jpg,momos
4881,..\..\data\raw\FoodClassification\pav_bhaji\226.jpg,pav_bhaji
4882,..\..\data\raw\FoodClassification\chapati\220.jpg,chapati
4883,..\..\data\raw\FoodClassification\dhokla\213.jpg,dhokla
4884,..\..\data\raw\FoodClassification\burger\168.jpg,burger
4885,..\..\data\raw\FoodClassification\dal_makhani\231.jpg,dal_makhani
4886,..\..\data\raw\FoodClassification\paani_puri\016.jpg,paani_puri
4887,..\..\data\raw\FoodClassification\jalebi\265.jpg,jalebi
4888,..\..\data\raw\FoodClassification\jalebi\274.jpg,jalebi
4889,..\..\data\raw\FoodClassification\kaathi_rolls\157.jpg,kaathi_rolls
4890,..\..\data\raw\FoodClassification\pizza\168.jpg,pizza
4891,..\..\data\raw\FoodClassification\butter_naan\089.jpg,butter_naan
4892,..\..\data\raw\FoodClassification\kulfi\196.jpg,kulfi
4893,..\..\data\raw\FoodClassification\kulfi\090.jpg,kulfi
4894,..\..\data\raw\FoodClassification\pakode\105.jpg,pakode
4895,..\..\data\raw\FoodClassification\chai\186.jpg,chai
4896,..\..\data\raw\FoodClassification\momos\266.jpg,momos
4897,..\..\data\raw\FoodClassification\chapati\254.jpg,chapati
4898,..\..\data\raw\FoodClassification\masala_dosa\251.jpg,masala_dosa
4899,..\..\data\raw\FoodClassification\chai\115.jpg,chai
4900,..\..\data\raw\FoodClassification\chole_bhature\245.jpg,chole_bhature
4901,..\..\data\raw\FoodClassification\chapati\041.jpg,chapati
4902,..\..\data\raw\FoodClassification\kadai_paneer\284.jpg,kadai_paneer
4903,..\..\data\raw\FoodClassification\butter_naan\232.jpg,butter_naan
4904,..\..\data\raw\FoodClassification\idli\137.jpg,idli
4905,..\..\data\raw\FoodClassification\dhokla\134.jpg,dhokla
4906,..\..\data\raw\FoodClassification\samosa\075.jpg,samosa
4907,..\..\data\raw\FoodClassification\fried_rice\052.jpg,fried_rice
4908,..\..\data\raw\FoodClassification\chole_bhature\375.jpg,chole_bhature
4909,..\..\data\raw\FoodClassification\dal_makhani\137.jpg,dal_makhani
4910,..\..\data\raw\FoodClassification\chapati\092.jpg,chapati
4911,..\..\data\raw\FoodClassification\momos\125.jpg,momos
4912,..\..\data\raw\FoodClassification\jalebi\232.jpg,jalebi
4913,..\..\data\raw\FoodClassification\burger\026.jpg,burger
4914,..\..\data\raw\FoodClassification\kadai_paneer\066.jpg,kadai_paneer
4915,..\..\data\raw\FoodClassification\samosa\056.jpg,samosa
4916,..\..\data\raw\FoodClassification\kadai_paneer\340.jpg,kadai_paneer
4917,..\..\data\raw\FoodClassification\butter_naan\229.jpg,butter_naan
4918,..\..\data\raw\FoodClassification\chole_bhature\174.jpg,chole_bhature
4919,..\..\data\raw\FoodClassification\kaathi_rolls\089.jpg,kaathi_rolls
4920,..\..\data\raw\FoodClassification\chai\167.jpg,chai
4921,..\..\data\raw\FoodClassification\dal_makhani\256.jpg,dal_makhani
4922,..\..\data\raw\FoodClassification\samosa\202.jpg,samosa
4923,..\..\data\raw\FoodClassification\chole_bhature\224.jpg,chole_bhature
4924,..\..\data\raw\FoodClassification\pav_bhaji\292.jpg,pav_bhaji
4925,..\..\data\raw\FoodClassification\jalebi\076.jpg,jalebi
4926,..\..\data\raw\FoodClassification\chole_bhature\038.jpg,chole_bhature
4927,..\..\data\raw\FoodClassification\dhokla\182.jpg,dhokla
4928,..\..\data\raw\FoodClassification\idli\264.jpg,idli
4929,..\..\data\raw\FoodClassification\kaathi_rolls\091.jpg,kaathi_rolls
4930,..\..\data\raw\FoodClassification\pakode\220.jpg,pakode
4931,..\..\data\raw\FoodClassification\chai\342.jpg,chai
4932,..\..\data\raw\FoodClassification\chapati\298.jpg,chapati
4933,..\..\data\raw\FoodClassification\chai\031.jpg,chai
4934,..\..\data\raw\FoodClassification\dal_makhani\184.jpg,dal_makhani
4935,..\..\data\raw\FoodClassification\burger\008.jpg,burger
4936,..\..\data\raw\FoodClassification\kaathi_rolls\068.jpg,kaathi_rolls
4937,..\..\data\raw\FoodClassification\idli\266.jpg,idli
4938,..\..\data\raw\FoodClassification\chapati\121.jpg,chapati
4939,..\..\data\raw\FoodClassification\chole_bhature\287.jpg,chole_bhature
4940,..\..\data\raw\FoodClassification\kulfi\152.jpg,kulfi
4941,..\..\data\raw\FoodClassification\jalebi\144.jpg,jalebi
4942,..\..\data\raw\FoodClassification\pav_bhaji\072.jpg,pav_bhaji
4943,..\..\data\raw\FoodClassification\dhokla\202.jpg,dhokla
4944,..\..\data\raw\FoodClassification\burger\046.jpg,burger
4945,..\..\data\raw\FoodClassification\pav_bhaji\301.jpg,pav_bhaji
4946,..\..\data\raw\FoodClassification\jalebi\092.jpg,jalebi
4947,..\..\data\raw\FoodClassification\burger\004.jpg,burger
4948,..\..\data\raw\FoodClassification\burger\182.jpg,burger
4949,..\..\data\raw\FoodClassification\fried_rice\147.jpg,fried_rice
4950,..\..\data\raw\FoodClassification\dhokla\183.jpg,dhokla
4951,..\..\data\raw\FoodClassification\burger\282.jpg,burger
4952,..\..\data\raw\FoodClassification\momos\124.jpg,momos
4953,..\..\data\raw\FoodClassification\kaathi_rolls\116.jpg,kaathi_rolls
4954,..\..\data\raw\FoodClassification\pav_bhaji\016.jpg,pav_bhaji
4955,..\..\data\raw\FoodClassification\kadai_paneer\237.jpg,kadai_paneer
4956,..\..\data\raw\FoodClassification\samosa\011.jpg,samosa
4957,..\..\data\raw\FoodClassification\butter_naan\181.jpg,butter_naan
4958,..\..\data\raw\FoodClassification\pav_bhaji\268.jpg,pav_bhaji
4959,..\..\data\raw\FoodClassification\dal_makhani\277.jpg,dal_makhani
4960,..\..\data\raw\FoodClassification\jalebi\268.jpg,jalebi
4961,..\..\data\raw\FoodClassification\jalebi\288.jpg,jalebi
4962,..\..\data\raw\FoodClassification\pizza\169.jpg,pizza
4963,..\..\data\raw\FoodClassification\dal_makhani\143.jpg,dal_makhani
4964,..\..\data\raw\FoodClassification\pav_bhaji\094.jpg,pav_bhaji
4965,..\..\data\raw\FoodClassification\idli\188.jpg,idli
4966,..\..\data\raw\FoodClassification\chapati\379.jpg,chapati
4967,..\..\data\raw\FoodClassification\dhokla\053.jpg,dhokla
4968,..\..\data\raw\FoodClassification\butter_naan\098.jpg,butter_naan
4969,..\..\data\raw\FoodClassification\masala_dosa\005.jpg,masala_dosa
4970,..\..\data\raw\FoodClassification\chole_bhature\081.jpg,chole_bhature
4971,..\..\data\raw\FoodClassification\kaathi_rolls\046.jpg,kaathi_rolls
4972,..\..\data\raw\FoodClassification\kaathi_rolls\008.jpg,kaathi_rolls
4973,..\..\data\raw\FoodClassification\chapati\203.jpg,chapati
4974,..\..\data\raw\FoodClassification\jalebi\123.jpg,jalebi
4975,..\..\data\raw\FoodClassification\momos\084.jpg,momos
4976,..\..\data\raw\FoodClassification\idli\200.jpg,idli
4977,..\..\data\raw\FoodClassification\dhokla\229.jpg,dhokla
4978,..\..\data\raw\FoodClassification\momos\064.jpg,momos
4979,..\..\data\raw\FoodClassification\kulfi\177.jpg,kulfi
4980,..\..\data\raw\FoodClassification\fried_rice\294.jpg,fried_rice
4981,..\..\data\raw\FoodClassification\chapati\125.jpg,chapati
4982,..\..\data\raw\FoodClassification\momos\270.jpg,momos
4983,..\..\data\raw\FoodClassification\kaathi_rolls\250.jpg,kaathi_rolls
4984,..\..\data\raw\FoodClassification\pakode\125.jpg,pakode
4985,..\..\data\raw\FoodClassification\pav_bhaji\281.jpg,pav_bhaji
4986,..\..\data\raw\FoodClassification\pizza\122.jpg,pizza
4987,..\..\data\raw\FoodClassification\pav_bhaji\074.jpg,pav_bhaji
4988,..\..\data\raw\FoodClassification\idli\064.jpg,idli
4989,..\..\data\raw\FoodClassification\chapati\335.jpg,chapati
4990,..\..\data\raw\FoodClassification\pakode\026.jpg,pakode
4991,..\..\data\raw\FoodClassification\samosa\001.jpg,samosa
4992,..\..\data\raw\FoodClassification\kulfi\077.jpg,kulfi
4993,..\..\data\raw\FoodClassification\dal_makhani\262.jpg,dal_makhani
4994,..\..\data\raw\FoodClassification\pakode\211.jpg,pakode
4995,..\..\data\raw\FoodClassification\kadai_paneer\264.jpg,kadai_paneer
4996,..\..\data\raw\FoodClassification\butter_naan\094.jpg,butter_naan
4997,..\..\data\raw\FoodClassification\kaathi_rolls\123.jpg,kaathi_rolls
4998,..\..\data\raw\FoodClassification\dal_makhani\313.jpg,dal_makhani
4999,..\..\data\raw\FoodClassification\kaathi_rolls\214.jpg,kaathi_rolls
5000,..\..\data\raw\FoodClassification\kaathi_rolls\162.jpg,kaathi_rolls
5001,..\..\data\raw\FoodClassification\chole_bhature\310.jpg,chole_bhature
5002,..\..\data\raw\FoodClassification\samosa\261.jpg,samosa
5003,..\..\data\raw\FoodClassification\fried_rice\086.jpg,fried_rice
5004,..\..\data\raw\FoodClassification\chole_bhature\228.jpg,chole_bhature
5005,..\..\data\raw\FoodClassification\kulfi\103.jpg,kulfi
5006,..\..\data\raw\FoodClassification\idli\122.jpg,idli
5007,..\..\data\raw\FoodClassification\pakode\037.jpg,pakode
5008,..\..\data\raw\FoodClassification\butter_naan\242.jpg,butter_naan
5009,..\..\data\raw\FoodClassification\dhokla\011.jpg,dhokla
5010,..\..\data\raw\FoodClassification\masala_dosa\262.jpg,masala_dosa
5011,..\..\data\raw\FoodClassification\masala_dosa\115.jpg,masala_dosa
5012,..\..\data\raw\FoodClassification\masala_dosa\169.jpg,masala_dosa
5013,..\..\data\raw\FoodClassification\kaathi_rolls\036.jpg,kaathi_rolls
5014,..\..\data\raw\FoodClassification\fried_rice\348.jpg,fried_rice
5015,..\..\data\raw\FoodClassification\kulfi\029.jpg,kulfi
5016,..\..\data\raw\FoodClassification\pav_bhaji\231.jpg,pav_bhaji
5017,..\..\data\raw\FoodClassification\fried_rice\328.jpg,fried_rice
5018,..\..\data\raw\FoodClassification\kadai_paneer\176.jpg,kadai_paneer
5019,..\..\data\raw\FoodClassification\chole_bhature\049.jpg,chole_bhature
5020,..\..\data\raw\FoodClassification\momos\262.jpg,momos
5021,..\..\data\raw\FoodClassification\chai\298.jpg,chai
5022,..\..\data\raw\FoodClassification\dal_makhani\263.jpg,dal_makhani
5023,..\..\data\raw\FoodClassification\idli\267.jpg,idli
5024,..\..\data\raw\FoodClassification\jalebi\214.jpg,jalebi
5025,..\..\data\raw\FoodClassification\jalebi\002.jpg,jalebi
5026,..\..\data\raw\FoodClassification\pav_bhaji\022.jpg,pav_bhaji
5027,..\..\data\raw\FoodClassification\chapati\111.jpg,chapati
5028,..\..\data\raw\FoodClassification\pizza\089.jpg,pizza
5029,..\..\data\raw\FoodClassification\chapati\073.jpg,chapati
5030,..\..\data\raw\FoodClassification\pizza\218.jpg,pizza
5031,..\..\data\raw\FoodClassification\butter_naan\185.jpg,butter_naan
5032,..\..\data\raw\FoodClassification\kadai_paneer\051.jpg,kadai_paneer
5033,..\..\data\raw\FoodClassification\kulfi\089.jpg,kulfi
5034,..\..\data\raw\FoodClassification\dal_makhani\181.jpg,dal_makhani
5035,..\..\data\raw\FoodClassification\momos\019.jpg,momos
5036,..\..\data\raw\FoodClassification\jalebi\158.jpg,jalebi
5037,..\..\data\raw\FoodClassification\pizza\182.jpg,pizza
5038,..\..\data\raw\FoodClassification\butter_naan\312.jpg,butter_naan
5039,..\..\data\raw\FoodClassification\butter_naan\251.jpg,butter_naan
5040,..\..\data\raw\FoodClassification\pav_bhaji\277.jpg,pav_bhaji
5041,..\..\data\raw\FoodClassification\kaathi_rolls\160.jpg,kaathi_rolls
5042,..\..\data\raw\FoodClassification\chai\056.jpg,chai
5043,..\..\data\raw\FoodClassification\fried_rice\120.jpg,fried_rice
5044,..\..\data\raw\FoodClassification\kaathi_rolls\122.jpg,kaathi_rolls
5045,..\..\data\raw\FoodClassification\momos\027.jpg,momos
5046,..\..\data\raw\FoodClassification\fried_rice\255.jpg,fried_rice
5047,..\..\data\raw\FoodClassification\pav_bhaji\338.jpg,pav_bhaji
5048,..\..\data\raw\FoodClassification\kaathi_rolls\224.jpg,kaathi_rolls
5049,..\..\data\raw\FoodClassification\pav_bhaji\258.jpg,pav_bhaji
